城市,区,方位,小区名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,暖气,采暖
北京,丰台,看丹桥,韩庄子四里,54,整租,东,4500,季付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,石佛营,石佛营东里小区,59,整租,南,6390,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,沙河,首钢一线材厂东宿舍,63,整租,南,2200,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,NULL,NULL,NULL,NULL
北京,朝阳,甜水园,道家园,51,整租,南,5500,季付价,1,1,1,随时入住,2年以内,需提前预约,低楼层,12,有,NULL,民水,民电,有,集中供暖
北京,朝阳,豆各庄,富力又一城C区,88,整租,东,5000,半年付价,2,1,1,随时入住,NULL,需提前预约,低楼层,23,有,NULL,民水,民电,有,自采暖
北京,海淀,西三旗,新康园,67,整租,北,5000,NULL,2,1,1,2019731,NULL,需提前预约,高楼层,32,有,NULL,民水,民电,有,集中供暖
北京,大兴,亦庄,小康东里,56,整租,南,3500,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,常营,北京像素北区,46,整租,东,6890,季付价,2,1,1,随时入住,1年,随时可看,低楼层,17,NULL,NULL,NULL,NULL,NULL,NULL
北京,西城,金融街,温家街2号院,36,整租,南,5500,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,NULL,NULL,有,集中供暖
北京,朝阳,甘露园,甘露园南里,57,整租,南,6300,季付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,华威桥,龙头公寓,47,整租,南,4800,季付价,1,0,2,随时入住,2年以内,需提前预约,低楼层,20,有,NULL,商水,商电,无,自采暖
北京,东城,朝阳门内,春松胡同,23,整租,南,3900,季付价,1,0,1,随时入住,2年以内,需提前预约,低楼层,1,无,NULL,NULL,NULL,NULL,NULL
北京,海淀,上地,当代城市家园,44,整租,南,5200,NULL,1,1,1,随时入住,NULL,一般下班后可看,高楼层,12,有,NULL,民水,民电,有,自采暖
北京,西城,广安门,荣丰2008,37,整租,西,4600,NULL,1,1,1,2019810,NULL,需提前预约,高楼层,26,有,NULL,民水,民电,有,集中供暖
北京,朝阳,定福庄,金星小区,41,整租,南,3900,NULL,1,1,1,随时入住,NULL,一般下班后可看,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,高碑店,兴隆家园,64,整租,东,6890,季付价,1,1,1,随时入住,1年,随时可看,低楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,北工大,磨房南里,44,整租,西,4900,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,石佛营,炫特嘉园一期,53,整租,西,6430,季付价,1,1,1,随时入住,1年,随时可看,低楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,东城,东直门,香河园北里,44,整租,东,5500,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,14,有,NULL,民水,民电,有,集中供暖
北京,朝阳,劲松,农光南路,68,整租,南,5700,季付价,2,1,1,随时入住,3年以上,需提前预约,低楼层,18,有,NULL,民水,民电,有,集中供暖
北京,朝阳,劲松,广和南里二条,41,整租,南,4800,半年付价,1,1,1,随时入住,3年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,西城,月坛,三里河北街5号院,39,整租,东,7490,季付价,1,1,1,随时入住,1年,随时可看,低楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,酒仙桥,梵谷水郡,41,整租,西,6360,季付价,1,1,1,随时入住,1年,随时可看,低楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,东城,和平里,青年沟,41,整租,南,6490,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,东城,和平里,和平里五区,41,整租,西,6760,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,大望路,易构空间,50,整租,北,6300,NULL,1,0,1,随时入住,NULL,需提前预约,低楼层,28,有,NULL,民水,民电,有,集中供暖
北京,朝阳,劲松,农光里,97,整租,南,6200,NULL,3,1,1,随时入住,NULL,需提前预约,低楼层,13,有,NULL,民水,民电,有,集中供暖
北京,朝阳,酒仙桥,梵谷水郡,45,整租,西,5500,季付价,1,0,1,随时入住,2年以内,需提前预约,中楼层,24,有,NULL,民水,民电,有,集中供暖
北京,东城,灯市口,东四西大街,42,整租,南,6000,季付价,1,1,1,随时入住,3年以内,需提前预约,低楼层,5,无,NULL,民水,民电,有,集中供暖
北京,东城,和平里,和平里五区,43,整租,东,6490,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,清河,永泰东里,47,整租,北,6890,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,清河,永泰东里,44,整租,南,6590,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,豆各庄,富力又一城C区,47,整租,南,6000,季付价,1,0,1,随时入住,1~3个月,需提前预约,中楼层,18,有,NULL,民水,民电,有,自采暖
北京,昌平,鼓楼大街,清真寺胡同,60,整租,南,2800,NULL,1,1,1,201986,NULL,需提前预约,高楼层,5,无,NULL,NULL,NULL,NULL,NULL
北京,大兴,大兴其它,蓝桥驿苑,55,整租,南,2500,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,15,有,NULL,NULL,NULL,有,自采暖
北京,朝阳,安贞,安贞西里,39,整租,南,6300,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,北大地,正阳小区,67,整租,北,5460,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,北大地,正阳小区,53,整租,东,5090,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,国展,静安里,52,整租,东,7490,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,鼓楼大街,东醋房胡同,94,整租,南,3500,NULL,2,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,NULL,NULL,NULL,NULL,NULL
北京,朝阳,甘露园,康家园,64,整租,南,5600,NULL,2,1,1,201981,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,西北旺,秋露园,55,整租,南,6000,季付价,1,1,1,2019820,3年以上,需提前预约,高楼层,6,无,NULL,民水,民电,有,自采暖
北京,石景山,杨庄,华信大厦宿舍,45,整租,南,3500,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,国展,香河园中里,58,整租,东,7490,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,通州,北关,财富东方,44,整租,北,3990,季付价,1,1,1,随时入住,1年,随时可看,中楼层,26,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,亚运村小营,光大名筑,53,整租,北,7490,季付价,1,1,1,随时入住,1年,随时可看,中楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,亦庄开发区,马驹桥,新海南里,67,整租,南,3000,NULL,1,1,1,2019815,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,海淀北部新区,保利西山林语,49,整租,南,4300,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,8,有,NULL,民水,民电,有,自采暖
北京,西城,广安门,荣丰2008,28,整租,北,4500(季付价),NULL,1,0,1,随时入住,1年以内,需提前预约,中楼层,20,有,NULL,民水,民电,有,集中供暖
北京,朝阳,奥林匹克公园,天居园,51,整租,西,5700,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,32,有,NULL,民水,民电,有,自采暖
北京,海淀,马连洼,菊园,64,整租,南,7090,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,马连洼,菊园,64,整租,南,7290,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,劲松,广渠门外大街,60,整租,南,5500,季付价,2,1,1,随时入住,3年以上,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,海淀,玉泉路,铁建大院,67,整租,南,5600,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,西城,阜成门,扣钟北里,54,整租,北,6000,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,海淀北部新区,友谊嘉园一期,83,整租,南,5500,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,10,无,NULL,NULL,NULL,NULL,NULL
北京,朝阳,大望路,后现代城A区,61,整租,南,5700,季付价,1,0,1,随时入住,2年以内,需提前预约,高楼层,14,有,NULL,民水,民电,有,集中供暖
北京,通州,乔庄,柳岸景园,49,整租,南,2700,NULL,1,0,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,门头沟,门头沟其它,石泉砖厂A1区,45,整租,南,1900,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,马连洼,菊园,65,整租,南,7360,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,百子湾,沿海赛洛城四期,42,整租,北,6490,季付价,1,1,1,随时入住,1年,随时可看,低楼层,12,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,望京,东亚望京中心,40,整租,东,6962,月付价,1,1,1,随时入住,3~12个月,随时可看,低楼层,34,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,安宁庄,上林溪,45,整租,南,4500,NULL,1,1,1,2019731,NULL,需提前预约,低楼层,11,无,NULL,民水,民电,有,集中供暖
北京,朝阳,四惠,八里庄东里北巷,37,整租,南,4400,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,玉泉营,新村二里,50,整租,南,4000,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,酒仙桥,酒仙桥三街坊,55,整租,南,5700,季付价,2,1,1,201985,2年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,苏州桥,小南庄社区,54,整租,南,7290,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,国展,香河园中里,43,整租,东,6560,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,马连洼,肖家河新村东区,52,整租,西,7490,季付价,2,1,1,随时入住,1年,随时可看,低楼层,11,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,马家堡,三星庄园,57,整租,南,4600,季付价,1,1,1,随时入住,3年以内,需提前预约,高楼层,10,有,NULL,民水,民电,有,集中供暖
北京,丰台,刘家窑,贾家花园小区,41,整租,南,4200,季付价,1,1,1,2019731,2年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,西城,菜户营,鸭子桥路,68,整租,南,6000,NULL,3,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,四惠,八里庄西里,51,整租,东,5500,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,东城,灯市口,东厂胡同,44,整租,南,6790,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,亚运村,安苑里,38,整租,东,6790,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,石佛营,润枫嘉尚,39,整租,西,6962,月付价,1,1,1,随时入住,3~12个月,随时可看,低楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,清河,怡清园,50,整租,南,4500,季付价,NULL,NULL,NULL,随时入住,2年以内,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,北工大,磨房南里,70,整租,南,6200,季付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,东城,永定门,革新里小区,57,整租,南,4800,季付价,2,1,1,随时入住,3年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,海淀其它,前沙涧路7号院,86,整租,南,3600,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,自采暖
北京,丰台,北大地,福顺里,59,整租,东,4630,季付价,1,1,1,随时入住,1年,随时可看,中楼层,20,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,管庄,万方家园,77,整租,南,6690,季付价,2,1,1,随时入住,1年,随时可看,低楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,石景山,古城,古城南路,55,整租,南,4400,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,海淀,田村,西木小区,59,整租,南,6100,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,7,无,NULL,民水,民电,有,集中供暖
北京,朝阳,十里堡,十里堡北里,41,整租,南,5000,季付价,1,1,1,随时入住,2年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,石景山,苹果园,西黄新村北里,72,整租,东,4300,季付价,1,1,1,2019815,3年以上,需提前预约,低楼层,23,有,NULL,民水,民电,有,集中供暖
北京,丰台,北大地,正阳小区,52,整租,东,3500,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,亦庄开发区,亦庄,星岛嘉园,136,整租,南,4200,NULL,1,0,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,西城,天宁寺,车站东街15号院,57,整租,东,4600,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,国展,左家庄北里,42,整租,南,6450,季付价,1,1,1,随时入住,1年,随时可看,中楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,顺义,后沙峪,东亚创展国际,38,整租,西,3860,季付价,1,1,1,随时入住,1年,随时可看,低楼层,15,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,清河,高巢,48,整租,南,6930,季付价,1,1,1,随时入住,1年,随时可看,中楼层,15,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,沙河,北街家园八区,88,整租,南,3700,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,17,有,NULL,民水,民电,有,集中供暖
北京,朝阳,西坝河,西坝河东里,43,整租,西,5000,NULL,1,1,1,2019810,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,方庄,10AM新坐标,45,整租,北,4700,季付价,1,0,1,随时入住,2年以内,需提前预约,中楼层,29,有,NULL,民水,民电,有,集中供暖
北京,朝阳,潘家园,松榆西里,60,整租,东,5200,季付价,2,1,1,随时入住,2年以内,一般下班后可看,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,清河,高巢,46,整租,北,6390,季付价,1,1,1,随时入住,1年,随时可看,低楼层,15,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,东坝,康静里,60,整租,南,5690,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,六里桥,莲花池西路23号,45,整租,北,5330,季付价,1,1,1,随时入住,1年,随时可看,低楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,西城,广安门,远见名苑,58,整租,西,5000,NULL,1,0,1,随时入住,NULL,需提前预约,中楼层,24,有,NULL,民水,民电,无,自采暖
北京,丰台,草桥,草桥矿冶小区,41,整租,南,4000,季付价,1,1,1,随时入住,3年以上,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,安宁庄,安宁里,42,整租,南,4500,NULL,1,1,1,201981,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,西城,马甸,京师吉地,42,整租,东,6000,NULL,NULL,NULL,NULL,随时入住,NULL,需提前预约,低楼层,20,有,NULL,民水,民电,有,集中供暖
北京,通州,潞苑,华龙小区,81,整租,南,4053,月付价,2,1,1,随时入住,3~12个月,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,南邵,路劲世界城二期,54,整租,南,4190,季付价,1,1,1,随时入住,1年,随时可看,中楼层,17,NULL,NULL,NULL,NULL,NULL,NULL
北京,东城,东直门,东直门北大街,49,整租,南,7360,季付价,1,1,1,随时入住,1年,随时可看,中楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,通州,武夷花园,西上园老三区,68,整租,西,3600,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,马连洼,圆明园西路2号院,41,整租,南,5000,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,大兴,枣园,枣园小区,66,整租,南,3500,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,顺义,顺义城,东兴一区,72,整租,南,3200,季付价,2,1,1,随时入住,NULL,一般下班后可看,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,马连洼,树村丽景苑,62,整租,南,6590,季付价,1,1,1,随时入住,1年,随时可看,低楼层,10,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,马连洼,树村丽景苑,62,整租,南,6990,季付价,2,1,1,随时入住,1年,随时可看,中楼层,10,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,清河,永泰园,63,整租,南,5800,季付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,5,无,NULL,民水,民电,有,集中供暖
北京,海淀,西三旗,建材城西一里,63,整租,南,5000,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,卢沟桥,晓月苑三里,68,整租,东,3200,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,马连洼,树村丽景苑,62,整租,南,6590,季付价,1,1,1,随时入住,1年,随时可看,低楼层,10,NULL,NULL,NULL,NULL,NULL,NULL
北京,西城,长椿街,槐柏树街北里,48,整租,东,5700,季付价,1,1,1,随时入住,3年以内,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,看丹桥,韩庄子二里,40,整租,南,3900,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,西城,陶然亭,北纬路52号院,23,整租,南,3800,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,5,无,NULL,民水,民电,无,集中供暖
北京,海淀,马连洼,树村丽景苑,62,整租,南,6990,季付价,2,1,1,随时入住,1年,随时可看,中楼层,10,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,马连洼,树村丽景苑,62,整租,南,6890,季付价,2,1,1,随时入住,1年,随时可看,低楼层,10,NULL,NULL,NULL,NULL,NULL,NULL
北京,大兴,大兴其它,北京城建北京密码,76,整租,西,2000,NULL,NULL,NULL,NULL,随时入住,NULL,需提前预约,中楼层,7,无,NULL,商水,商电,无,集中供暖
北京,朝阳,劲松,垂杨柳北里,39,整租,南,5000,季付价,1,1,1,随时入住,3年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,西城,西直门,德宝新园,44,整租,西,5500,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,大兴,黄村中,三合南里,67,整租,北,4160,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,科技园区,富丰园小区,40,整租,东,4630,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,团结湖,团结湖北二条,37,整租,南,5300,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,常营,北京像素北区,50,整租,南,5500,NULL,NULL,NULL,NULL,随时入住,NULL,需提前预约,低楼层,13,有,NULL,民水,民电,有,集中供暖
北京,朝阳,安贞,小黄庄前街2号院,58,整租,东,5400,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,北京南站,开阳里三区,42,整租,西,5290,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,国展,左家庄南里,44,整租,南,6490,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,丰台其它,杜家坎小区,58,整租,南,2600,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,NULL,NULL,NULL,NULL
北京,昌平,北七家,北亚花园,80,整租,南,3499,季付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,东城,安贞,小黄庄一区,44,整租,南,5700,季付价,1,1,1,2019731,1年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,玉泉营,育芳园,48,整租,南,5390,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,马家堡,明月嘉园,42,整租,北,5490,季付价,1,1,1,随时入住,1年,随时可看,低楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,东坝,红松园3号院,71,整租,南,3800,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,NULL,NULL,NULL,NULL
北京,通州,果园,苏荷时代,42,整租,南,3500,季付价,1,0,1,随时入住,2年以内,需提前预约,高楼层,24,有,NULL,民水,民电,有,自采暖
北京,石景山,鲁谷,永乐西区,40,整租,南,4000,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,新街口,红联南村46号院,45,整租,西,7490,季付价,2,1,1,随时入住,1年,随时可看,中楼层,22,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,亚运村小营,世纪村西区,59,整租,南,7530,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,石景山,苹果园,广宁村,44,整租,南,3300,季付价,1,1,1,随时入住,3年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,奥林匹克公园,上元君庭,57,整租,北,6000,NULL,1,0,1,随时入住,NULL,需提前预约,中楼层,27,有,NULL,民水,民电,有,自采暖
北京,朝阳,双桥,艺水芳园,44,整租,东,4300,NULL,1,0,1,2019730,NULL,需提前预约,低楼层,15,有,NULL,民水,民电,有,自采暖
北京,石景山,鲁谷,永乐东区,67,整租,南,4000,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,惠新西街,惠新北里1号院,41,整租,南,5900,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,海淀北部新区,保利西山林语,91,整租,南,6000,季付价,2,1,1,2019831,NULL,需提前预约,低楼层,8,有,NULL,民水,民电,有,自采暖
北京,朝阳,亚运村,安慧里三区,42,整租,南,5300,季付价,1,1,1,随时入住,3年以上,需提前预约,中楼层,20,有,NULL,民水,民电,有,集中供暖
北京,门头沟,大峪,惠民家园,63,整租,南,2400,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,21,有,NULL,民水,民电,有,集中供暖
北京,海淀,田村,西山国际城,30,整租,西,5830,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,苏州桥,三义庙北,33,整租,东,6790,季付价,1,1,1,随时入住,1年,随时可看,低楼层,7,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,奥林匹克公园,天畅园,50,整租,北,6460,季付价,1,1,1,随时入住,1年,随时可看,中楼层,32,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,科技园区,御景春天,48,整租,东,3600,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,21,有,NULL,NULL,NULL,有,集中供暖
北京,朝阳,潘家园,弘善家园,64,整租,南,5800,季付价,1,1,1,随时入住,2年以内,需提前预约,低楼层,28,有,NULL,民水,民电,有,自采暖
北京,西城,马甸,新风南里,30,整租,北,4500,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,昌平,鼓楼大街,北环里小区,70,整租,南,3000,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,5,无,NULL,民水,民电,有,集中供暖
北京,朝阳,北苑,华贸城,67,整租,南,6490,季付价,1,1,1,随时入住,1年,随时可看,中楼层,17,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,甜水园,马道口,46,整租,南,6690,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,大望路,后现代城C区,62,整租,东,6530,季付价,1,1,1,随时入住,1年,随时可看,低楼层,28,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,红庙,金台里,44,整租,南,5700,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,顺义,李桥,樱花园二区,69,整租,南,2300,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,昌平,南口,新西广街,36,整租,南,1600,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,5,无,NULL,NULL,NULL,有,NULL
北京,门头沟,大峪,中门寺南坡小区,49,整租,南,2300,半年付价,1,1,1,随时入住,3年以内,需提前预约,高楼层,18,有,NULL,民水,民电,有,集中供暖
北京,朝阳,燕莎,霞光里30号院,54,整租,南,7460,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,酒仙桥,大山子南里,38,整租,北,6690,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,紫竹桥,北无宿舍,39,整租,南,6590,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,东城,和平里,交林,50,整租,东,5200,季付价,2,1,1,2019826,2年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,百子湾,沿海赛洛城二期,58,整租,南,6200,季付价,1,1,1,随时入住,2年以内,需提前预约,低楼层,24,有,NULL,民水,民电,有,集中供暖
北京,西城,广安门,荣丰2008,37,整租,东,4900(季付价),NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,12,有,NULL,民水,民电,无,集中供暖
