城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼高,电梯,车位,用水,用电,燃气,供暖
3,7,61,932,15,1,2,1700,3,4,1,2,2,12,3,1,6,1,0,1,1,1,2
3,1,64,625,65,1,2,2000,0,2,1,1,2,0,4,1,6,1,0,1,1,2,2
3,2,89,866,17,1,4,1800,3,5,1,2,2,12,3,3,6,1,2,1,1,1,0
3,1,64,625,83,1,2,1200,0,2,1,1,2,0,2,3,6,1,0,1,1,2,2
3,1,79,938,16,1,2,1500,1,3,1,1,2,12,3,3,6,0,0,0,0,0,0
3,16,87,141,39,1,2,6000,0,1,1,1,1,0,2,2,6,1,0,1,1,2,0
3,8,129,188,12,1,1,2460,1,4,1,2,2,12,3,1,28,2,0,1,1,2,0
3,16,157,1560,61,1,2,7800,1,2,1,1,2,12,2,3,6,1,0,1,1,2,2
3,8,99,24,38,1,2,3490,1,1,0,1,2,24,2,2,4,1,0,1,1,2,2
3,1,88,677,16,1,2,1700,3,5,1,1,2,12,3,1,18,2,0,1,1,1,0
3,15,112,756,44,1,2,5200,0,1,1,1,2,0,2,3,6,1,0,1,1,2,2
3,1,79,407,12,1,2,1830,1,3,1,1,2,12,3,3,13,2,2,1,1,2,0
3,11,58,1179,25,1,7,3000,3,4,1,2,2,12,3,2,34,2,2,1,1,1,0
3,1,121,601,20,1,2,2000,3,2,1,1,2,12,3,2,6,1,0,1,1,1,0
3,8,56,1286,34,1,2,3000,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,7,61,1215,15,1,2,2630,1,3,1,1,2,12,3,1,13,0,0,0,0,0,0
3,8,99,1597,57,1,2,4200,1,2,1,1,2,24,2,1,6,1,0,1,1,2,2
3,15,76,4,51,1,1,6800,1,1,2,1,2,24,2,2,29,2,0,1,1,1,1
3,8,129,363,28,1,8,2800,3,4,1,3,2,12,3,3,24,2,0,1,1,2,0
3,14,14,723,18,1,3,2800,0,1,0,1,2,0,2,2,4,1,0,1,1,2,0
3,15,13,811,40,1,2,4800,1,1,1,1,2,24,2,3,6,1,0,0,0,1,0
3,17,63,446,18,1,6,1500,3,1,1,1,2,36,3,3,6,1,1,1,1,1,1
3,3,106,602,34,1,2,2800,0,1,0,1,2,0,2,3,5,1,0,1,1,2,0
3,1,82,1198,20,1,1,2000,3,3,1,3,2,12,3,3,6,1,2,1,1,2,0
3,16,26,1124,40,1,2,6800,1,1,1,1,2,12,2,3,15,2,0,1,1,2,0
3,16,1,438,50,1,2,7000,1,2,1,1,1,0,2,3,7,1,0,1,1,1,0
3,2,113,236,18,1,2,1010,3,2,1,1,2,24,3,2,13,1,2,1,1,1,2
3,13,57,5,20,1,2,2800,3,1,1,1,2,12,3,2,11,1,0,0,0,0,0
3,2,89,1061,16,1,2,1300,3,5,1,2,2,12,3,1,11,2,0,1,1,1,0
3,8,144,68,33,1,2,3900,1,1,1,1,2,12,2,2,6,1,0,1,1,2,0
3,12,34,846,128,1,2,1800,0,1,1,1,2,0,2,1,8,1,0,1,1,1,0
3,8,127,250,25,1,2,4000,1,1,0,1,2,24,2,2,6,1,0,1,1,1,0
3,8,6,480,17,1,7,3800,0,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,8,148,759,39,1,2,3000,0,1,0,1,2,0,2,3,6,1,0,1,1,2,0
3,16,43,398,57,1,1,7900,1,1,1,1,2,12,2,3,16,2,0,1,1,1,0
3,1,64,1052,56,1,2,1000,0,1,1,1,2,0,4,1,11,2,0,1,1,2,0
3,10,70,1578,25,1,2,1500,3,1,1,1,2,0,3,3,1,1,2,1,1,1,2
3,8,42,1153,15,1,1,1850,1,4,1,2,2,12,3,2,18,2,0,1,1,2,0
3,1,64,858,40,1,2,2000,0,1,1,1,2,0,2,1,17,1,0,2,2,1,0
3,11,58,1179,30,1,1,1300,0,1,0,0,1,0,2,-1,9,1,0,2,2,1,0
3,16,157,1437,35,1,2,5200,1,1,0,1,2,0,2,3,4,1,0,1,1,1,0
3,1,15,507,60,1,2,1800,0,1,1,1,2,0,5,2,18,2,0,1,1,1,2
3,14,163,15,30,1,2,2550,3,1,1,1,2,12,3,3,2,1,2,1,1,1,2
3,8,6,737,25,1,4,3800,1,1,0,1,2,24,2,3,7,1,0,1,1,2,0
3,16,26,268,62,1,2,9200,1,2,1,1,2,24,2,3,34,2,0,1,1,2,0
3,15,76,1601,19,1,1,3800,1,1,0,1,2,12,2,1,4,1,0,0,0,0,0
3,1,88,855,12,1,4,1300,1,3,1,1,2,12,3,2,16,1,2,2,2,1,2
3,1,64,77,41,1,2,1500,0,2,1,1,2,0,2,2,5,1,0,1,1,1,0
3,8,6,480,30,1,2,3600,3,1,1,1,2,12,3,3,6,1,0,1,1,1,2
3,10,151,660,25,1,4,1300,0,1,0,1,2,0,5,1,3,1,0,1,1,1,0
3,1,52,526,79,1,2,1550,0,3,2,2,2,0,2,2,5,1,0,1,1,1,0
3,1,73,1476,13,1,2,2000,1,1,0,0,2,0,2,1,6,1,0,1,1,2,0
3,8,6,588,30,1,2,2800,1,3,1,2,2,12,3,3,35,2,0,1,1,2,0
3,13,117,1095,39,1,2,3500,0,1,1,1,2,0,2,2,6,1,0,1,1,1,0
3,11,102,474,34,1,2,2800,0,1,0,1,2,0,2,3,6,1,0,1,1,1,0
3,1,88,484,17,1,2,1600,3,3,1,1,2,12,3,3,18,2,0,1,1,1,0
3,15,115,768,34,1,2,4500,1,1,0,1,2,36,2,2,7,1,0,1,1,2,0
3,8,83,779,67,1,2,3100,0,1,1,1,2,0,2,2,18,2,0,1,1,1,0
3,8,83,74,61,1,2,3500,0,2,1,1,2,0,2,1,6,1,0,1,1,1,0
3,8,6,1219,23,1,2,2900,3,3,1,2,2,12,3,3,29,2,1,1,1,2,1
3,8,42,1323,40,1,2,4000,1,1,1,1,2,24,2,2,6,1,0,1,1,2,1
3,8,42,1323,49,1,2,4400,3,1,1,1,2,12,3,2,6,1,1,1,1,2,2
3,2,113,1310,15,1,2,1100,3,2,1,2,2,12,3,2,15,2,0,1,1,1,0
3,16,43,1571,39,1,2,6250,1,1,1,1,2,12,2,3,7,1,0,1,1,1,0
3,16,1,328,54,1,2,4500,1,3,1,1,2,3,2,2,6,1,0,1,1,1,0
3,10,68,1605,31,1,4,1500,0,1,1,1,2,0,2,2,6,1,0,0,0,1,0
3,1,59,883,69,1,2,2000,0,1,2,1,2,0,2,1,12,2,0,1,1,2,2
3,14,153,1063,30,1,2,2900,0,1,1,1,2,0,2,1,5,1,0,1,1,2,0
3,11,33,169,29,1,2,3200,0,1,0,1,2,0,2,3,7,1,0,1,1,2,0
3,8,144,248,11,1,2,2890,1,2,1,1,2,12,3,3,6,1,0,1,1,2,0
3,17,69,53,11,1,3,1050,3,4,1,3,2,12,3,1,18,1,2,1,1,1,2
3,1,72,337,40,1,1,1300,0,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,1,145,1093,82,1,2,1100,1,2,1,1,2,12,2,3,5,1,0,1,1,1,0
3,16,26,917,50,1,2,5500,1,2,1,1,1,24,2,3,6,1,0,1,1,1,0
3,15,112,1413,52,1,2,6500,1,2,1,1,2,36,2,3,7,1,0,1,1,2,0
3,16,132,154,22,1,2,4500,0,1,0,1,2,24,2,1,7,2,0,1,1,1,0
3,8,144,68,43,1,8,3500,1,1,1,1,2,12,2,3,6,1,0,1,1,2,0
3,8,6,676,38,1,2,4500,1,1,1,1,2,36,5,2,6,1,0,1,1,1,0
3,15,115,174,62,1,2,7000,1,2,1,1,2,12,2,3,7,1,0,1,1,2,1
3,7,124,1454,12,1,2,2690,1,3,1,1,2,12,3,2,6,1,0,1,1,2,0
3,7,100,839,15,1,1,2580,3,1,0,1,2,12,3,2,5,1,1,1,1,1,0
3,16,9,1330,56,1,2,7500,1,2,1,1,2,24,2,3,7,1,0,1,1,2,2
3,16,26,455,46,1,2,5900,1,2,0,1,2,24,2,2,7,1,0,1,1,2,2
3,17,131,1549,38,1,2,1500,0,1,1,1,2,0,2,2,5,1,0,1,1,2,0
3,8,19,1341,25,1,2,3000,3,3,1,2,2,12,3,3,35,2,2,1,1,2,0
3,1,59,883,88,1,2,1000,0,2,2,2,2,0,2,3,11,2,0,1,1,2,2
3,15,112,1483,48,1,2,6800,5,1,1,1,2,36,3,3,22,2,2,1,1,2,2
3,11,30,330,29,1,2,3000,3,4,1,1,2,12,3,3,6,1,2,1,1,1,0
3,16,132,154,42,1,2,6400,1,2,1,1,2,12,2,3,7,2,0,1,1,1,0
3,16,97,1526,40,1,2,6800,0,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,1,110,306,74,1,2,1800,0,1,2,1,2,0,2,3,5,1,0,1,1,1,0
3,2,53,786,31,1,2,1800,3,1,1,1,2,12,3,2,18,2,2,2,2,1,2
3,2,53,860,31,1,2,1600,3,1,1,1,2,12,3,2,12,2,2,2,2,1,2
3,2,53,786,29,1,2,1500,3,1,1,1,2,12,3,2,12,2,2,2,2,1,2
3,16,26,71,83,1,6,8500,1,2,2,1,2,12,2,3,25,2,0,1,1,1,0
3,1,64,928,81,1,2,1800,0,2,1,1,2,0,2,3,5,1,0,1,1,1,0
3,15,112,355,25,1,2,3500,1,1,0,1,2,12,2,1,24,2,0,1,1,2,0
3,8,42,349,44,1,2,3800,1,1,1,1,2,0,2,2,6,1,0,1,1,1,2
3,8,56,149,41,1,2,4400,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,6,67,1200,60,1,2,1500,3,1,2,1,2,12,3,3,26,1,2,1,1,2,0
3,15,115,165,57,1,2,7000,1,2,1,1,2,12,2,3,7,1,0,1,1,2,2
3,16,43,614,44,1,2,7500,1,2,1,1,2,24,2,3,5,1,0,1,1,1,0
3,8,99,109,39,1,2,4500,1,1,1,1,2,12,5,3,5,1,0,1,1,1,2
3,1,12,65,12,1,2,1660,1,3,1,1,2,12,3,3,8,2,0,1,1,2,0
3,8,31,617,43,1,2,3300,0,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,1,135,374,27,1,2,2150,3,1,1,1,2,12,3,3,10,2,2,2,2,1,0
3,15,13,380,42,1,2,6000,1,1,1,1,2,36,2,3,6,1,0,1,1,1,0
3,10,70,833,12,1,2,1010,3,4,0,1,2,12,3,3,18,2,0,1,1,2,0
3,16,157,1298,74,1,2,9500,0,2,1,1,1,0,4,3,7,1,0,1,1,1,0
3,15,112,451,58,1,2,6500,0,1,2,1,2,0,2,1,7,1,0,1,1,2,2
3,8,6,696,38,1,2,4300,1,1,0,1,2,12,3,2,4,1,2,1,1,2,2
3,8,5,1447,36,1,2,4200,1,1,1,1,2,36,2,3,6,1,0,1,1,2,2
3,1,16,221,85,1,2,2200,0,2,1,1,2,0,2,1,6,1,0,1,1,1,0
3,15,112,810,51,1,2,6800,1,1,1,1,2,12,2,2,31,2,0,1,1,2,2
3,16,104,789,43,1,2,6300,1,2,0,1,2,36,2,3,6,1,0,1,1,1,0
3,1,64,625,83,1,2,1800,0,2,1,1,2,0,2,2,6,1,0,1,1,2,2
3,8,42,1392,12,1,2,3360,1,4,1,2,2,12,3,1,24,2,0,1,1,2,0
3,7,158,1113,12,1,2,2700,3,4,1,1,2,24,2,2,23,0,0,0,0,0,0
3,12,155,548,18,1,2,1700,1,3,1,1,2,12,3,2,18,1,2,1,1,1,2
3,2,89,968,16,1,2,1900,3,3,1,1,2,12,3,3,3,1,2,1,1,1,2
3,1,2,953,20,1,2,1700,3,3,0,1,2,12,3,2,6,1,0,1,1,2,0
3,8,31,1183,61,1,2,6000,1,2,1,1,2,36,2,3,6,1,0,1,1,1,0
3,10,151,1142,15,1,4,1600,3,4,1,1,2,12,3,3,15,2,2,0,0,2,0
3,8,6,1235,33,1,2,5000,1,1,1,1,2,24,2,3,5,1,0,1,1,1,0
3,12,23,1452,10,1,2,1700,3,3,1,1,2,12,3,2,18,2,2,1,1,2,2
3,15,76,543,13,1,2,3800,3,4,2,2,2,12,3,3,23,1,0,2,2,1,0
3,3,139,1441,36,1,2,3500,0,1,0,1,1,0,2,3,6,1,0,1,1,1,0
3,10,151,135,12,1,4,1400,1,3,1,1,2,12,3,3,6,2,2,1,1,2,0
3,12,23,416,89,1,2,3300,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,8,6,202,48,1,2,6000,1,2,0,1,1,12,2,2,7,1,0,1,1,2,0
3,11,102,26,44,1,2,3800,0,1,1,1,1,0,4,2,6,1,0,1,1,1,0
3,2,113,1434,25,1,2,1720,3,1,1,1,2,24,3,2,5,1,0,1,1,1,0
3,10,159,727,45,1,2,2200,0,1,1,1,2,0,2,3,14,2,0,1,1,2,0
3,6,146,440,39,1,2,1900,0,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,2,116,1044,14,1,4,1100,3,4,1,1,2,12,3,1,6,0,0,0,0,0,0
3,8,56,1497,73,1,2,5500,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,13,86,820,12,1,2,3000,3,4,1,2,2,12,3,2,16,0,0,0,0,0,0
3,3,139,1182,40,1,2,3300,0,1,0,1,2,0,2,2,6,1,0,1,1,1,0
3,1,2,1470,20,1,2,1900,1,4,0,2,2,12,3,2,14,0,0,0,0,0,0
3,12,23,669,10,1,4,1560,1,5,1,2,2,12,3,3,6,1,0,1,1,2,0
3,11,102,1296,58,1,2,4000,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,2,1363,15,1,2,1500,3,3,1,1,2,24,3,2,18,2,0,1,1,2,0
3,6,84,1169,62,1,2,1600,0,1,1,1,2,0,2,2,8,2,0,1,1,2,0
3,12,34,1318,81,1,2,2000,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,9,130,1067,39,1,2,2000,0,1,2,1,2,0,2,1,6,1,0,1,1,1,0
3,13,57,410,25,1,2,3700,1,3,1,3,2,24,3,3,6,1,2,1,1,1,2
3,15,76,405,64,1,2,9300,1,1,1,1,2,24,2,1,32,2,0,1,1,2,2
3,8,6,1321,55,1,2,6800,1,1,1,1,1,24,2,1,26,2,0,1,1,2,0
3,11,30,1104,15,1,4,2580,5,4,1,2,2,12,2,3,18,0,2,0,0,0,2
3,16,164,713,68,1,2,9000,1,1,1,1,2,36,2,1,31,2,0,1,1,2,0
3,8,19,1341,20,1,2,3050,1,3,1,3,2,12,3,1,35,2,2,1,1,2,0
3,8,128,518,104,1,2,6500,0,3,1,1,2,0,2,2,24,2,0,1,1,1,2
3,11,71,159,45,1,2,4300,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,2,1456,28,1,2,2270,3,3,1,1,2,12,3,2,5,1,0,1,1,1,0
3,1,136,1194,46,1,2,3500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,72,170,83,1,2,2700,0,2,2,1,2,0,2,2,11,2,0,1,1,1,0
3,14,14,561,33,1,2,4000,0,1,0,1,2,0,2,3,6,1,0,1,1,1,0
3,15,76,596,58,1,2,8000,1,2,1,1,2,12,2,1,16,2,0,1,1,2,2
3,10,70,1058,16,1,4,1500,3,4,1,1,2,12,3,3,6,0,0,0,0,0,0
3,1,64,338,52,1,6,2300,0,2,1,2,2,0,2,2,4,1,0,1,1,1,0
3,8,31,1032,77,1,2,4800,1,2,1,1,2,0,2,2,18,2,0,1,1,2,0
3,10,70,1058,16,1,2,1600,3,4,1,1,2,12,3,3,6,0,0,0,0,0,0
3,15,13,1002,42,1,2,7200,1,2,0,1,2,12,2,3,6,1,0,1,1,1,0
3,2,53,1234,12,1,4,1400,3,3,1,1,2,12,3,3,6,0,0,0,0,0,0
3,17,69,163,53,1,2,1800,0,1,1,1,2,0,2,1,18,1,0,1,1,1,0
3,1,2,847,20,1,2,2100,3,2,1,1,2,12,3,3,4,1,2,1,1,1,0
3,13,57,434,25,1,2,3100,3,3,1,1,2,12,3,3,6,1,0,1,1,1,0
3,13,57,1366,22,1,2,3680,3,1,0,1,2,12,3,2,6,1,0,1,1,1,0
3,11,24,1013,34,1,2,3650,0,1,1,1,1,0,2,3,6,1,0,1,1,2,0
3,14,153,1063,35,1,2,4100,1,1,0,1,2,0,2,3,5,1,0,1,1,2,0
3,17,69,1092,10,1,2,1430,1,3,1,1,2,12,3,3,18,2,2,1,1,2,0
3,6,107,1154,84,1,2,1600,0,3,1,1,2,0,2,1,18,1,0,1,1,1,0
3,1,88,649,55,1,2,3600,0,1,1,1,2,0,5,1,6,1,0,1,1,1,0
3,11,30,877,42,1,2,4500,0,2,0,1,2,0,2,3,6,1,0,1,1,2,0
3,11,58,1179,15,1,2,2100,3,4,2,2,2,12,3,1,34,2,0,1,1,1,0
3,8,42,383,57,1,2,6200,1,2,1,1,2,12,2,1,6,1,0,1,1,1,0
3,10,68,1260,40,1,2,2000,0,1,1,1,2,0,2,2,5,1,0,1,1,1,0
3,6,146,1001,69,1,2,1800,0,2,1,1,2,0,2,3,6,1,0,1,1,2,0
3,7,100,1038,29,1,2,4500,1,1,0,1,2,36,2,2,6,1,0,1,1,2,0
3,2,89,1149,12,1,1,1050,3,5,0,2,2,12,3,2,22,2,2,1,1,2,2
3,11,66,989,71,1,2,4500,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,12,155,1580,10,1,4,1450,3,3,1,2,2,24,3,3,12,0,0,0,0,0,0
3,1,64,338,51,1,6,2300,0,2,1,2,2,0,2,1,18,1,0,1,1,1,0
3,2,113,59,80,1,2,2500,1,2,2,1,2,36,2,3,18,2,0,1,1,1,0
3,11,33,1105,38,1,2,4500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,64,625,61,1,2,2100,0,2,1,1,2,0,2,3,6,1,0,1,1,2,2
3,12,155,1580,10,1,4,1450,3,3,1,1,2,24,3,3,12,0,0,0,0,0,0
3,7,162,17,55,1,2,4400,0,2,0,1,1,0,2,2,6,1,0,1,1,2,0
3,11,30,1394,33,1,6,3500,0,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,8,144,884,52,1,2,6000,0,1,1,1,1,0,2,1,17,2,0,1,1,2,0
3,11,24,18,18,1,6,2100,3,4,1,2,2,12,3,3,26,2,0,1,1,2,0
3,1,88,809,18,1,2,1950,3,4,0,2,2,12,3,3,18,2,2,2,2,1,0
3,8,19,1341,28,1,2,2650,3,3,1,2,2,12,3,3,34,2,0,1,1,2,0
3,1,2,804,15,1,2,1600,3,2,1,1,2,12,3,2,26,2,0,1,1,1,0
3,8,119,213,28,1,2,4500,0,1,1,1,2,0,2,1,3,1,0,1,1,1,0
3,2,113,511,23,1,2,1900,3,2,1,1,2,12,3,3,6,1,2,1,1,1,0
3,16,43,531,42,1,2,7800,0,2,1,1,1,0,2,2,6,1,0,1,1,1,0
3,7,124,1090,32,1,2,4500,0,1,0,1,1,0,2,2,6,1,0,1,1,2,0
3,11,58,1179,20,1,2,3300,3,3,1,1,2,12,3,2,33,2,0,1,1,1,0
3,2,113,1421,20,1,2,1200,3,3,1,2,2,12,3,2,11,2,0,1,1,1,0
3,16,97,277,55,1,2,7800,3,1,1,1,2,12,3,3,6,1,0,1,1,2,0
3,7,100,622,32,1,2,4400,1,1,0,1,2,36,2,2,5,1,0,1,1,1,0
3,1,25,8,84,1,2,3500,0,2,1,1,2,0,2,3,18,2,0,1,1,1,0
3,8,6,1226,45,1,2,6500,1,1,1,1,1,12,2,2,20,2,0,1,1,2,2
3,7,61,1542,54,1,2,4000,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,2,636,18,1,2,1950,3,2,2,1,2,12,3,2,6,1,2,1,1,1,0
3,17,69,423,10,1,2,1490,1,3,1,1,2,12,3,1,18,2,0,1,1,2,0
3,2,113,985,16,1,6,1650,5,3,1,2,2,12,3,1,19,1,2,1,1,1,2
3,10,68,1561,67,1,2,2000,0,2,1,1,2,0,2,3,6,1,0,1,1,1,2
3,10,68,206,48,1,2,2200,0,1,0,1,2,0,2,2,18,2,0,2,2,1,2
3,11,58,1179,10,1,2,2200,3,4,2,2,2,12,3,3,33,2,2,1,1,1,2
3,12,34,1148,65,1,2,2300,0,3,1,1,2,0,2,1,6,1,0,1,1,1,0
3,8,129,262,107,1,5,6500,1,2,1,1,2,3,2,1,19,2,0,1,1,1,0
3,15,76,4,53,1,6,7600,1,1,1,1,2,24,2,3,29,2,0,1,1,1,1
3,8,5,186,73,1,2,5200,1,2,1,1,2,12,5,3,6,1,0,0,0,2,0
3,17,69,689,18,1,2,1460,3,4,1,2,2,24,3,1,18,1,2,1,1,1,2
3,17,69,689,18,1,2,1450,3,4,1,2,2,24,3,1,18,1,2,1,1,1,2
3,14,153,176,35,1,2,4200,1,1,1,1,1,24,2,2,6,1,0,1,1,1,0
3,11,30,1554,39,1,2,4300,0,1,1,1,2,0,2,2,6,1,0,1,1,1,0
3,8,83,1227,63,1,2,4800,0,2,1,1,2,0,2,3,9,2,0,1,1,1,0
3,8,31,1379,80,1,2,6000,0,2,2,1,2,0,2,3,6,1,0,1,1,1,0
3,10,70,353,12,1,4,1520,3,3,1,2,2,24,3,3,19,2,0,2,2,1,0
3,10,70,458,10,1,6,1088,3,5,2,3,2,12,3,3,3,1,0,1,1,1,0
3,17,63,446,17,1,2,1500,3,2,1,1,2,36,3,2,6,1,1,1,1,1,1
3,11,74,226,40,1,2,4200,0,2,0,1,1,0,2,1,6,1,0,1,1,1,0
3,7,61,11,64,1,2,4100,1,2,1,1,1,12,2,3,6,1,0,1,1,1,0
3,15,76,760,50,1,2,7000,1,1,0,1,2,36,2,3,25,2,0,1,1,2,2
3,1,64,730,107,1,2,3500,0,2,2,1,2,0,2,1,6,1,0,1,1,1,0
3,1,2,1085,18,1,2,2300,3,3,1,1,2,12,3,2,16,1,2,1,1,1,0
3,16,132,560,138,1,2,11000,1,3,2,1,2,36,2,3,20,2,0,1,1,1,0
3,1,2,1575,25,1,2,2000,3,3,1,1,2,12,3,2,6,1,2,1,1,2,0
3,12,34,909,56,1,2,1999,0,1,1,1,2,0,2,3,16,1,0,0,0,0,0
3,11,33,951,47,1,2,4500,0,1,1,1,2,0,2,1,7,1,0,1,1,1,0
3,1,64,679,97,1,2,2500,0,2,1,1,2,0,2,3,5,1,0,1,1,1,0
3,7,158,1055,9,1,2,2100,3,5,1,2,2,12,3,2,25,2,0,1,1,2,0
3,12,35,1037,59,1,2,2500,0,3,1,1,2,0,2,2,6,1,0,1,1,2,0
3,14,153,668,40,1,2,4000,1,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,1,161,868,14,1,2,2000,1,3,1,2,1,12,3,1,6,2,2,1,1,1,0
3,6,67,346,85,1,2,1900,0,2,2,1,2,0,2,3,6,1,0,1,1,1,0
3,11,160,151,42,1,1,4200,1,1,1,1,2,24,2,3,7,2,0,1,1,1,0
3,1,79,1005,23,1,2,1800,3,3,1,1,2,12,3,3,6,1,2,0,0,1,0
3,12,80,1008,63,1,2,2200,0,1,1,1,2,0,2,3,24,2,0,1,1,2,0
3,10,151,312,16,1,2,1100,3,5,1,3,2,12,3,2,3,0,2,0,0,0,0
3,12,123,116,32,1,2,1800,3,4,2,4,2,12,3,2,8,1,1,0,0,0,0
3,7,162,17,30,1,2,3300,0,1,1,1,1,0,5,1,6,1,0,1,1,2,0
3,15,13,521,23,1,6,8500,1,2,1,1,2,24,2,2,6,2,0,0,0,0,0
3,1,72,22,10,1,4,1200,1,4,1,2,2,12,3,2,17,0,2,0,0,0,0
3,12,34,1036,65,1,2,2700,0,1,1,1,2,0,2,1,14,1,0,1,1,1,0
3,8,129,1474,58,1,2,5500,1,2,1,1,2,24,2,1,4,1,0,1,1,2,0
3,6,67,702,79,1,2,1900,0,3,1,1,2,0,2,1,6,1,0,1,1,2,2
3,8,128,136,55,1,2,5300,0,2,1,1,1,0,2,2,6,1,0,1,1,1,0
3,2,113,402,68,1,2,1600,3,1,1,1,2,12,3,1,10,2,0,1,1,2,0
3,1,72,215,51,1,2,3000,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,7,61,1428,43,1,2,4000,0,2,1,1,2,0,2,2,6,1,0,1,1,1,0
3,8,19,1341,20,1,2,2700,3,3,0,3,2,12,3,3,35,2,2,1,1,2,2
3,1,2,1363,23,1,2,2300,3,4,0,4,2,12,3,2,17,2,2,1,1,2,0
3,7,100,351,36,1,2,4500,1,1,0,1,1,24,5,3,6,1,0,1,1,1,0
3,6,84,1169,62,1,8,1800,0,2,1,1,2,0,2,3,8,2,0,1,1,2,0
3,12,23,798,20,1,4,1600,3,1,0,1,2,12,3,2,3,0,0,0,0,0,0
3,17,131,25,54,1,2,1700,0,1,1,1,2,0,2,3,4,1,0,1,1,1,0
3,11,39,120,42,1,2,4600,0,1,2,1,2,0,2,3,7,2,0,1,1,1,0
3,10,70,289,12,1,2,1400,3,4,1,2,2,24,3,3,18,2,2,1,1,2,2
3,2,55,1132,30,1,2,2350,0,1,0,1,2,0,2,3,13,1,0,1,1,1,0
3,1,72,962,107,1,2,3800,0,2,2,1,2,0,2,2,18,2,0,1,1,1,0
3,9,32,1433,20,1,2,1200,3,4,1,2,2,12,3,3,24,2,0,1,1,1,0
3,8,129,794,57,1,2,6200,1,2,1,1,2,36,2,3,6,1,0,1,1,2,2
3,1,64,858,56,1,6,2300,0,1,1,1,2,0,2,3,17,1,0,2,2,1,0
3,1,72,1535,88,1,2,3500,0,2,2,1,2,0,2,2,6,1,0,1,1,1,0
3,1,2,636,15,1,2,1500,3,3,0,3,2,12,3,2,18,2,2,1,1,1,0
3,8,129,1118,63,1,2,6200,1,2,1,1,1,36,2,3,6,1,0,1,1,2,0
3,12,23,1100,20,1,3,1800,3,1,0,1,2,12,3,2,3,0,1,0,0,0,2
3,1,64,625,92,1,2,2300,0,2,2,1,2,0,2,2,11,2,0,1,1,2,2
3,8,56,918,71,1,2,6000,0,2,1,1,2,0,2,3,7,1,0,1,1,1,0
3,2,51,722,28,1,2,2500,0,1,1,1,2,0,2,2,4,1,0,2,2,1,0
3,1,110,1568,83,1,2,2800,0,2,1,1,2,0,2,2,4,1,0,1,1,1,0
3,2,113,930,15,1,2,1300,3,2,1,1,2,12,3,2,6,1,2,1,1,1,0
3,1,64,12,83,1,2,1500,0,2,1,1,2,0,2,1,13,1,0,0,0,0,0
3,11,66,301,56,1,2,3800,0,1,1,1,2,0,2,2,6,1,0,1,1,1,0
3,10,62,412,70,1,2,1800,0,2,1,1,2,0,2,2,17,1,0,1,1,0,0
3,2,113,930,20,1,2,1650,3,4,1,2,2,12,3,3,5,1,0,1,1,1,0
3,2,113,930,20,1,2,1500,3,3,1,1,2,12,3,3,5,1,0,1,1,1,0
3,1,82,1466,20,1,2,2200,3,3,1,3,2,12,3,3,6,0,2,0,0,0,0
3,14,10,45,40,1,2,4200,0,1,1,1,1,0,5,2,6,1,0,1,1,1,0
3,6,146,885,28,1,2,1600,0,1,0,1,2,0,2,2,6,1,0,1,1,1,0
3,11,74,1537,15,1,2,2500,3,3,1,1,2,12,3,2,6,1,0,1,1,1,0
3,15,112,645,42,1,2,6300,1,1,1,1,1,12,2,3,7,2,0,1,1,2,2
3,1,134,533,74,1,2,3800,1,2,1,1,1,12,2,3,6,1,0,1,1,1,0
3,1,121,94,15,1,2,1800,3,2,0,1,2,12,3,3,6,1,0,1,1,2,0
3,1,2,728,15,1,2,1780,3,4,0,4,2,12,3,1,14,2,0,1,1,2,0
3,8,56,149,60,1,2,4700,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,14,153,994,12,1,2,2760,1,4,1,2,2,24,3,1,28,2,0,1,1,1,0
3,12,35,1138,117,1,2,3300,0,3,2,2,2,0,2,3,7,1,0,1,1,1,0
3,8,6,480,31,1,2,5800,1,1,0,1,2,24,2,2,7,1,0,1,1,1,0
